"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
6,"Fp2",1,0,1,0,1
6,"Fp2",1,0,1,0,2
6,"Fp2",1,0,1,0,3
6,"Fp2",1,0,1,0,4
6,"Fp2",1,0,1,0,5
6,"Fp2",1,1,1,0,6
6,"Fp2",1,0,1,0,7
6,"Fp2",1,0,1,0,8
6,"Fp2",1,0,1,0,9
6,"Fp2",1,0,1,0,10
6,"Fp2",1,0,1,1,11
6,"Fp2",1,0,1,1,12
6,"Fp2",1,0,1,1,13
6,"Fp2",1,0,1,1,14
6,"Fp2",1,0,1,1,15
6,"Fp2",1,0,1,1,16
6,"Fp2",1,0,1,1,17
6,"Fp2",1,0,1,1,18
6,"Fp2",1,0,1,1,19
6,"Fp2",1,0,1,1,20
6,"Fp1",1,0,1,0,1
6,"Fp1",1,0,1,0,2
6,"Fp1",1,0,1,0,3
6,"Fp1",1,0,1,0,4
6,"Fp1",1,0,1,0,5
6,"Fp1",1,1,1,0,6
6,"Fp1",1,0,1,0,7
6,"Fp1",1,0,1,0,8
6,"Fp1",1,0,1,0,9
6,"Fp1",1,0,1,0,10
6,"Fp1",1,0,1,1,11
6,"Fp1",1,0,1,1,12
6,"Fp1",1,0,1,1,13
6,"Fp1",1,0,1,1,14
6,"Fp1",1,0,1,1,15
6,"Fp1",1,0,1,1,16
6,"Fp1",1,0,1,1,17
6,"Fp1",1,0,1,1,18
6,"Fp1",1,0,1,1,19
6,"Fp1",1,0,1,1,20
6,"F8",1,0,1,0,1
6,"F8",1,0,1,0,2
6,"F8",1,1,1,0,3
6,"F8",1,0,1,0,4
6,"F8",1,0,1,0,5
6,"F8",1,0,1,0,6
6,"F8",1,0,1,0,7
6,"F8",1,0,1,0,8
6,"F8",1,0,1,0,9
6,"F8",1,0,1,0,10
6,"F8",1,0,1,1,11
6,"F8",1,0,1,1,12
6,"F8",1,0,1,1,13
6,"F8",1,0,1,1,14
6,"F8",1,0,1,1,15
6,"F8",1,0,1,1,16
6,"F8",1,0,1,1,17
6,"F8",1,0,1,1,18
6,"F8",1,0,1,1,19
6,"F8",1,0,1,1,20
6,"F7",1,0,1,0,1
6,"F7",1,0,1,0,2
6,"F7",1,0,1,0,3
6,"F7",1,0,1,0,4
6,"F7",1,0,1,0,5
6,"F7",1,1,1,0,6
6,"F7",1,1,1,0,7
6,"F7",1,1,1,0,8
6,"F7",1,0,1,0,9
6,"F7",1,0,1,0,10
6,"F7",1,0,1,1,11
6,"F7",1,0,1,1,12
6,"F7",1,0,1,1,13
6,"F7",1,0,1,1,14
6,"F7",1,0,1,1,15
6,"F7",1,0,1,1,16
6,"F7",1,0,1,1,17
6,"F7",1,0,1,1,18
6,"F7",1,0,1,1,19
6,"F7",1,0,1,1,20
6,"F4",1,1,1,0,1
6,"F4",1,0,1,0,2
6,"F4",1,0,1,0,3
6,"F4",1,0,1,0,4
6,"F4",1,0,1,0,5
6,"F4",1,1,1,0,6
6,"F4",1,0,1,0,7
6,"F4",1,0,1,0,8
6,"F4",1,0,1,0,9
6,"F4",1,0,1,0,10
6,"F4",1,0,1,1,11
6,"F4",1,0,1,1,12
6,"F4",1,0,1,1,13
6,"F4",1,0,1,1,14
6,"F4",1,0,1,1,15
6,"F4",1,0,1,1,16
6,"F4",1,0,1,1,17
6,"F4",1,0,1,1,18
6,"F4",1,0,1,1,19
6,"F4",1,0,1,1,20
6,"F3",1,0,1,0,1
6,"F3",1,1,1,0,2
6,"F3",1,0,1,0,3
6,"F3",1,0,1,0,4
6,"F3",1,0,1,0,5
6,"F3",1,1,1,0,6
6,"F3",1,0,1,0,7
6,"F3",1,0,1,0,8
6,"F3",1,0,1,0,9
6,"F3",1,0,1,0,10
6,"F3",1,0,1,1,11
6,"F3",1,0,1,1,12
6,"F3",1,0,1,1,13
6,"F3",1,0,1,1,14
6,"F3",1,0,1,1,15
6,"F3",1,0,1,1,16
6,"F3",1,0,1,1,17
6,"F3",1,0,1,1,18
6,"F3",1,0,1,1,19
6,"F3",1,0,1,1,20
6,"T4",1,0,1,0,1
6,"T4",1,1,1,0,2
6,"T4",1,1,1,0,3
6,"T4",1,0,1,0,4
6,"T4",1,0,1,0,5
6,"T4",1,1,1,0,6
6,"T4",1,0,1,0,7
6,"T4",1,0,1,0,8
6,"T4",1,0,1,0,9
6,"T4",1,0,1,0,10
6,"T4",1,0,1,1,11
6,"T4",1,0,1,1,12
6,"T4",1,0,1,1,13
6,"T4",1,0,1,1,14
6,"T4",1,0,1,1,15
6,"T4",1,0,1,1,16
6,"T4",1,0,1,1,17
6,"T4",1,0,1,1,18
6,"T4",1,0,1,1,19
6,"T4",1,0,1,1,20
6,"T3",1,1,1,0,1
6,"T3",1,0,1,0,2
6,"T3",1,1,1,0,3
6,"T3",1,0,1,0,4
6,"T3",1,0,1,0,5
6,"T3",1,1,1,0,6
6,"T3",1,0,1,0,7
6,"T3",1,0,1,0,8
6,"T3",1,1,1,0,9
6,"T3",1,0,1,0,10
6,"T3",1,0,1,1,11
6,"T3",1,0,1,1,12
6,"T3",1,0,1,1,13
6,"T3",1,0,1,1,14
6,"T3",1,0,1,1,15
6,"T3",1,0,1,1,16
6,"T3",1,0,1,1,17
6,"T3",1,0,1,1,18
6,"T3",1,1,1,1,19
6,"T3",1,0,1,1,20
6,"C4",1,0,1,0,1
6,"C4",1,1,1,0,2
6,"C4",1,0,1,0,3
6,"C4",1,0,1,0,4
6,"C4",1,0,1,0,5
6,"C4",1,1,1,0,6
6,"C4",1,0,1,0,7
6,"C4",1,0,1,0,8
6,"C4",1,0,1,0,9
6,"C4",1,0,1,0,10
6,"C4",1,0,1,1,11
6,"C4",1,0,1,1,12
6,"C4",1,0,1,1,13
6,"C4",1,0,1,1,14
6,"C4",1,0,1,1,15
6,"C4",1,0,1,1,16
6,"C4",1,0,1,1,17
6,"C4",1,0,1,1,18
6,"C4",1,0,1,1,19
6,"C4",1,0,1,1,20
6,"C3",1,0,1,0,1
6,"C3",1,0,1,0,2
6,"C3",1,1,1,0,3
6,"C3",1,0,1,0,4
6,"C3",1,0,1,0,5
6,"C3",1,1,1,0,6
6,"C3",1,0,1,0,7
6,"C3",1,1,1,0,8
