"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
1,"Fp2",1,1,0,0,1
1,"Fp2",1,1,0,0,2
1,"Fp2",1,1,0,0,3
1,"Fp2",1,0,0,0,4
1,"Fp2",1,0,0,0,5
1,"Fp2",1,0,0,0,6
1,"Fp2",1,0,0,0,7
1,"Fp2",1,0,0,0,8
1,"Fp2",1,0,0,0,9
1,"Fp2",1,0,0,0,10
1,"Fp2",1,0,0,0,11
1,"Fp2",1,0,0,0,12
1,"Fp2",1,0,0,0,13
1,"Fp2",1,0,0,0,14
1,"Fp2",1,0,0,0,15
1,"Fp2",1,0,0,0,16
1,"Fp2",1,0,0,0,17
1,"Fp2",1,0,0,0,18
1,"Fp2",1,0,0,0,19
1,"Fp2",1,0,0,0,20
1,"Fp2",1,0,0,0,21
1,"Fp2",1,0,0,0,22
1,"Fp2",1,0,0,0,23
1,"Fp2",1,0,0,0,24
1,"Fp2",1,0,0,0,25
1,"Fp2",1,0,0,0,26
1,"Fp2",1,0,0,0,27
1,"Fp2",1,0,0,0,28
1,"Fp2",1,0,0,0,29
1,"Fp2",1,0,0,0,30
1,"Fp2",1,0,0,1,31
1,"Fp2",1,0,0,1,32
1,"Fp2",1,0,0,1,33
1,"Fp2",1,0,0,1,34
1,"Fp2",1,0,0,1,35
1,"Fp2",1,0,0,1,36
1,"Fp2",1,0,0,1,37
1,"Fp2",1,0,0,1,38
1,"Fp2",1,0,0,1,39
1,"Fp2",1,0,0,1,40
1,"Fp2",1,0,0,1,41
1,"Fp2",1,0,0,1,42
1,"Fp2",1,0,0,1,43
1,"Fp2",1,0,0,1,44
1,"Fp2",1,0,0,1,45
1,"Fp2",1,0,0,1,46
1,"Fp2",1,0,0,1,47
1,"Fp2",1,0,0,1,48
1,"Fp2",1,0,0,1,49
1,"Fp2",1,0,0,1,50
1,"Fp2",1,0,0,1,51
1,"Fp2",1,0,0,1,52
1,"Fp2",1,0,0,1,53
1,"Fp2",1,0,0,1,54
1,"Fp2",1,0,0,1,55
1,"Fp2",1,0,0,1,56
1,"Fp2",1,0,0,1,57
1,"Fp2",1,0,0,1,58
1,"Fp2",1,0,0,1,59
1,"Fp2",1,0,0,1,60
1,"Fp1",1,1,0,0,1
1,"Fp1",1,1,0,0,2
1,"Fp1",1,1,0,0,3
1,"Fp1",1,0,0,0,4
1,"Fp1",1,0,0,0,5
1,"Fp1",1,0,0,0,6
1,"Fp1",1,0,0,0,7
1,"Fp1",1,0,0,0,8
1,"Fp1",1,0,0,0,9
1,"Fp1",1,0,0,0,10
1,"Fp1",1,0,0,0,11
1,"Fp1",1,0,0,0,12
1,"Fp1",1,0,0,0,13
