"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
10,"Fp2",1,0,1,0,1
10,"Fp2",1,0,1,0,2
10,"Fp2",1,0,1,0,3
10,"Fp2",1,0,1,0,4
10,"Fp2",1,0,1,0,5
10,"Fp2",1,0,1,0,6
10,"Fp2",1,0,1,0,7
10,"Fp2",1,0,1,0,8
10,"Fp2",1,0,1,0,9
10,"Fp2",1,0,1,0,10
10,"Fp2",1,0,1,1,11
10,"Fp2",1,0,1,1,12
10,"Fp2",1,0,1,1,13
10,"Fp2",1,0,1,1,14
10,"Fp2",1,0,1,1,15
10,"Fp2",1,0,1,1,16
10,"Fp2",1,0,1,1,17
10,"Fp2",1,0,1,1,18
10,"Fp2",1,0,1,1,19
10,"Fp2",1,0,1,1,20
10,"Fp1",1,0,1,0,1
10,"Fp1",1,0,1,0,2
10,"Fp1",1,0,1,0,3
10,"Fp1",1,0,1,0,4
10,"Fp1",1,0,1,0,5
10,"Fp1",1,0,1,0,6
10,"Fp1",1,0,1,0,7
10,"Fp1",1,0,1,0,8
10,"Fp1",1,0,1,0,9
10,"Fp1",1,0,1,0,10
10,"Fp1",1,0,1,1,11
10,"Fp1",1,0,1,1,12
10,"Fp1",1,0,1,1,13
10,"Fp1",1,0,1,1,14
10,"Fp1",1,0,1,1,15
10,"Fp1",1,0,1,1,16
10,"Fp1",1,0,1,1,17
10,"Fp1",1,0,1,1,18
10,"Fp1",1,0,1,1,19
10,"Fp1",1,0,1,1,20
10,"F8",1,0,1,0,1
10,"F8",1,0,1,0,2
10,"F8",1,0,1,0,3
10,"F8",1,0,1,0,4
10,"F8",1,0,1,0,5
10,"F8",1,0,1,0,6
10,"F8",1,0,1,0,7
10,"F8",1,0,1,0,8
10,"F8",1,0,1,0,9
10,"F8",1,0,1,0,10
10,"F8",1,0,1,1,11
10,"F8",1,0,1,1,12
10,"F8",1,0,1,1,13
10,"F8",1,0,1,1,14
10,"F8",1,0,1,1,15
10,"F8",1,0,1,1,16
10,"F8",1,0,1,1,17
10,"F8",1,0,1,1,18
10,"F8",1,0,1,1,19
10,"F8",1,0,1,1,20
10,"F7",1,0,1,0,1
10,"F7",1,0,1,0,2
10,"F7",1,0,1,0,3
10,"F7",1,0,1,0,4
10,"F7",1,0,1,0,5
10,"F7",1,0,1,0,6
10,"F7",1,0,1,0,7
10,"F7",1,0,1,0,8
10,"F7",1,0,1,0,9
10,"F7",1,0,1,0,10
10,"F7",1,0,1,1,11
10,"F7",1,0,1,1,12
10,"F7",1,0,1,1,13
10,"F7",1,0,1,1,14
10,"F7",1,0,1,1,15
10,"F7",1,0,1,1,16
10,"F7",1,0,1,1,17
10,"F7",1,0,1,1,18
10,"F7",1,0,1,1,19
10,"F7",1,0,1,1,20
