"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
8,"Fp2",1,0,1,0,1
8,"Fp2",1,0,1,0,2
8,"Fp2",1,0,1,0,3
8,"Fp2",1,0,1,0,4
8,"Fp2",1,0,1,0,5
8,"Fp2",1,0,1,0,6
8,"Fp2",1,0,1,0,7
8,"Fp2",1,0,1,0,8
8,"Fp2",1,0,1,0,9
8,"Fp2",1,0,1,0,10
8,"Fp2",1,0,1,0,11
8,"Fp2",1,0,1,0,12
8,"Fp2",1,0,1,0,13
8,"Fp2",1,0,1,0,14
8,"Fp2",1,0,1,0,15
8,"Fp2",1,0,1,0,16
8,"Fp2",1,0,1,0,17
8,"Fp2",1,0,1,0,18
8,"Fp2",1,0,1,0,19
8,"Fp2",1,0,1,0,20
8,"Fp2",1,0,1,0,21
8,"Fp2",1,0,1,0,22
8,"Fp2",1,0,1,0,23
8,"Fp2",1,0,1,0,24
8,"Fp2",1,0,1,0,25
8,"Fp2",1,0,1,0,26
8,"Fp2",1,0,1,0,27
8,"Fp2",1,0,1,0,28
8,"Fp2",1,0,1,0,29
8,"Fp2",1,0,1,0,30
8,"Fp2",1,0,1,1,31
8,"Fp2",1,0,1,1,32
8,"Fp2",1,0,1,1,33
8,"Fp2",1,0,1,1,34
8,"Fp2",1,0,1,1,35
8,"Fp2",1,0,1,1,36
8,"Fp2",1,0,1,1,37
8,"Fp2",1,0,1,1,38
8,"Fp2",1,0,1,1,39
8,"Fp2",1,0,1,1,40
8,"Fp2",1,0,1,1,41
8,"Fp2",1,0,1,1,42
8,"Fp2",1,0,1,1,43
8,"Fp2",1,0,1,1,44
8,"Fp2",1,0,1,1,45
8,"Fp2",1,1,1,1,46
8,"Fp2",1,1,1,1,47
8,"Fp2",1,1,1,1,48
8,"Fp2",1,0,1,1,49
8,"Fp2",1,0,1,1,50
8,"Fp2",1,0,1,1,51
8,"Fp2",1,0,1,1,52
8,"Fp2",1,0,1,1,53
8,"Fp2",1,0,1,1,54
8,"Fp2",1,0,1,1,55
8,"Fp2",1,0,1,1,56
8,"Fp2",1,0,1,1,57
8,"Fp2",1,0,1,1,58
8,"Fp2",1,0,1,1,59
8,"Fp2",1,0,1,1,60
8,"Fp1",1,0,1,0,1
8,"Fp1",1,0,1,0,2
8,"Fp1",1,0,1,0,3
8,"Fp1",1,0,1,0,4
8,"Fp1",1,0,1,0,5
8,"Fp1",1,0,1,0,6
8,"Fp1",1,0,1,0,7
8,"Fp1",1,0,1,0,8
8,"Fp1",1,0,1,0,9
8,"Fp1",1,0,1,0,10
8,"Fp1",1,0,1,0,11
8,"Fp1",1,0,1,0,12
8,"Fp1",1,0,1,0,13
8,"Fp1",1,0,1,0,14
8,"Fp1",1,0,1,0,15
8,"Fp1",1,0,1,0,16
8,"Fp1",1,0,1,0,17
8,"Fp1",1,0,1,0,18
8,"Fp1",1,0,1,0,19
8,"Fp1",1,0,1,0,20
