"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
3,"Fp2",1,0,0,0,1
3,"Fp2",1,0,0,0,2
3,"Fp2",1,0,0,0,3
3,"Fp2",1,0,0,0,4
3,"Fp2",1,0,0,0,5
3,"Fp2",1,0,0,0,6
3,"Fp2",1,0,0,0,7
3,"Fp2",1,0,0,0,8
3,"Fp2",1,0,0,0,9
3,"Fp2",1,0,0,0,10
3,"Fp2",1,0,0,1,11
3,"Fp2",1,0,0,1,12
3,"Fp2",1,0,0,1,13
3,"Fp2",1,0,0,1,14
3,"Fp2",1,0,0,1,15
3,"Fp2",1,0,0,1,16
3,"Fp2",1,0,0,1,17
3,"Fp2",1,0,0,1,18
3,"Fp2",1,0,0,1,19
3,"Fp2",1,0,0,1,20
3,"Fp1",1,0,0,0,1
3,"Fp1",1,0,0,0,2
3,"Fp1",1,0,0,0,3
3,"Fp1",1,0,0,0,4
3,"Fp1",1,0,0,0,5
3,"Fp1",1,0,0,0,6
3,"Fp1",1,0,0,0,7
3,"Fp1",1,0,0,0,8
3,"Fp1",1,0,0,0,9
3,"Fp1",1,0,0,0,10
3,"Fp1",1,0,0,1,11
3,"Fp1",1,0,0,1,12
3,"Fp1",1,0,0,1,13
3,"Fp1",1,0,0,1,14
3,"Fp1",1,0,0,1,15
3,"Fp1",1,0,0,1,16
3,"Fp1",1,0,0,1,17
3,"Fp1",1,0,0,1,18
3,"Fp1",1,0,0,1,19
3,"Fp1",1,0,0,1,20
3,"F8",1,0,0,0,1
3,"F8",1,0,0,0,2
3,"F8",1,0,0,0,3
3,"F8",1,0,0,0,4
3,"F8",1,0,0,0,5
3,"F8",1,0,0,0,6
3,"F8",1,0,0,0,7
3,"F8",1,0,0,0,8
3,"F8",1,0,0,0,9
3,"F8",1,0,0,0,10
3,"F8",1,0,0,1,11
3,"F8",1,0,0,1,12
3,"F8",1,0,0,1,13
3,"F8",1,0,0,1,14
3,"F8",1,0,0,1,15
3,"F8",1,0,0,1,16
3,"F8",1,0,0,1,17
3,"F8",1,0,0,1,18
3,"F8",1,0,0,1,19
3,"F8",1,0,0,1,20
3,"F7",1,0,0,0,1
3,"F7",1,1,0,0,2
3,"F7",1,0,0,0,3
3,"F7",1,0,0,0,4
3,"F7",1,0,0,0,5
3,"F7",1,0,0,0,6
3,"F7",1,0,0,0,7
3,"F7",1,0,0,0,8
3,"F7",1,0,0,0,9
3,"F7",1,0,0,0,10
3,"F7",1,0,0,1,11
3,"F7",1,0,0,1,12
3,"F7",1,0,0,1,13
3,"F7",1,0,0,1,14
3,"F7",1,0,0,1,15
3,"F7",1,0,0,1,16
3,"F7",1,0,0,1,17
3,"F7",1,0,0,1,18
3,"F7",1,0,0,1,19
3,"F7",1,0,0,1,20
3,"F4",1,0,0,0,1
3,"F4",1,0,0,0,2
3,"F4",1,0,0,0,3
3,"F4",1,0,0,0,4
3,"F4",1,0,0,0,5
3,"F4",1,0,0,0,6
3,"F4",1,0,0,0,7
3,"F4",1,0,0,0,8
3,"F4",1,0,0,0,9
3,"F4",1,0,0,0,10
3,"F4",1,0,0,1,11
3,"F4",1,0,0,1,12
3,"F4",1,0,0,1,13
3,"F4",1,0,0,1,14
3,"F4",1,0,0,1,15
3,"F4",1,0,0,1,16
3,"F4",1,0,0,1,17
3,"F4",1,0,0,1,18
3,"F4",1,0,0,1,19
3,"F4",1,0,0,1,20
3,"F3",1,0,0,0,1
3,"F3",1,0,0,0,2
3,"F3",1,0,0,0,3
3,"F3",1,0,0,0,4
3,"F3",1,0,0,0,5
3,"F3",1,0,0,0,6
