"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
12,"O2",1,0,1,1,16
12,"O2",1,0,1,1,17
12,"O2",1,0,1,1,18
12,"O2",1,0,1,1,19
12,"O2",1,0,1,1,20
12,"O1",1,1,1,0,1
12,"O1",1,0,1,0,2
12,"O1",1,1,1,0,3
12,"O1",1,1,1,0,4
12,"O1",1,0,1,0,5
12,"O1",1,1,1,0,6
12,"O1",1,0,1,0,7
12,"O1",1,0,1,0,8
12,"O1",1,0,1,0,9
12,"O1",1,0,1,0,10
12,"O1",1,1,1,1,11
12,"O1",1,1,1,1,12
12,"O1",1,0,1,1,13
12,"O1",1,0,1,1,14
12,"O1",1,0,1,1,15
12,"O1",1,0,1,1,16
12,"O1",1,1,1,1,17
12,"O1",1,1,1,1,18
12,"O1",1,0,1,1,19
12,"O1",1,0,1,1,20
12,"FZ",1,1,1,0,1
12,"FZ",1,1,1,0,2
12,"FZ",1,0,1,0,3
12,"FZ",1,1,1,0,4
12,"FZ",1,1,1,0,5
12,"FZ",1,1,1,0,6
12,"FZ",1,0,1,0,7
12,"FZ",1,0,1,0,8
12,"FZ",1,0,1,0,9
12,"FZ",1,0,1,0,10
12,"FZ",1,1,1,1,11
12,"FZ",1,0,1,1,12
12,"FZ",1,0,1,1,13
12,"FZ",1,1,1,1,14
12,"FZ",1,0,1,1,15
12,"FZ",1,0,1,1,16
12,"FZ",1,1,1,1,17
12,"FZ",1,0,1,1,18
12,"FZ",1,1,1,1,19
12,"FZ",1,0,1,1,20
12,"CZ",1,1,1,0,1
12,"CZ",1,0,1,0,2
12,"CZ",1,0,1,0,3
12,"CZ",1,0,1,0,4
12,"CZ",1,0,1,0,5
12,"CZ",1,0,1,0,6
12,"CZ",1,0,1,0,7
12,"CZ",1,0,1,0,8
12,"CZ",1,0,1,0,9
12,"CZ",1,0,1,0,10
12,"CZ",1,1,1,1,11
12,"CZ",1,0,1,1,12
12,"CZ",1,0,1,1,13
12,"CZ",1,0,1,1,14
12,"CZ",1,0,1,1,15
12,"CZ",1,0,1,1,16
12,"CZ",1,1,1,1,17
12,"CZ",1,0,1,1,18
12,"CZ",1,0,1,1,19
12,"CZ",1,0,1,1,20
12,"PZ",1,1,1,0,1
12,"PZ",1,0,1,0,2
12,"PZ",1,1,1,0,3
12,"PZ",1,1,1,0,4
12,"PZ",1,0,1,0,5
12,"PZ",1,1,1,0,6
12,"PZ",1,0,1,0,7
12,"PZ",1,0,1,0,8
12,"PZ",1,0,1,0,9
12,"PZ",1,0,1,0,10
12,"PZ",1,0,1,1,11
12,"PZ",1,1,1,1,12
12,"PZ",1,0,1,1,13
12,"PZ",1,0,1,1,14
12,"PZ",1,0,1,1,15
12,"PZ",1,0,1,1,16
12,"PZ",1,1,1,1,17
12,"PZ",1,0,1,1,18
12,"PZ",1,0,1,1,19
12,"PZ",1,0,1,1,20
12,"LOG",1,1,1,0,1
12,"LOG",1,1,1,0,2
12,"LOG",1,1,1,0,3
12,"LOG",1,1,1,0,4
12,"LOG",1,1,1,0,5
12,"LOG",1,1,1,0,6
12,"LOG",1,0,1,0,7
12,"LOG",1,0,1,0,8
12,"LOG",1,0,1,0,9
