"Participante","Canal","Valido","Estacionario","Grupo","Etapa","Indice"
13,"Fp2",1,0,1,0,1
13,"Fp2",1,0,1,0,2
13,"Fp2",1,0,1,0,3
13,"Fp2",1,0,1,0,4
13,"Fp2",1,0,1,0,5
13,"Fp2",1,0,1,0,6
13,"Fp2",1,0,1,0,7
13,"Fp2",1,0,1,0,8
13,"Fp2",1,0,1,0,9
13,"Fp2",1,0,1,0,10
13,"Fp2",1,0,1,1,11
13,"Fp2",1,0,1,1,12
13,"Fp2",1,0,1,1,13
13,"Fp2",1,0,1,1,14
13,"Fp2",1,0,1,1,15
13,"Fp2",1,1,1,1,16
13,"Fp2",1,0,1,1,17
13,"Fp2",1,0,1,1,18
13,"Fp2",1,0,1,1,19
13,"Fp2",1,0,1,1,20
13,"Fp1",1,0,1,0,1
13,"Fp1",1,0,1,0,2
13,"Fp1",1,0,1,0,3
13,"Fp1",1,0,1,0,4
13,"Fp1",1,0,1,0,5
13,"Fp1",1,0,1,0,6
13,"Fp1",1,0,1,0,7
13,"Fp1",1,0,1,0,8
13,"Fp1",1,0,1,0,9
13,"Fp1",1,0,1,0,10
13,"Fp1",1,0,1,1,11
13,"Fp1",1,0,1,1,12
13,"Fp1",1,0,1,1,13
13,"Fp1",1,0,1,1,14
13,"Fp1",1,1,1,1,15
13,"Fp1",1,0,1,1,16
13,"Fp1",1,0,1,1,17
13,"Fp1",1,0,1,1,18
13,"Fp1",1,0,1,1,19
13,"Fp1",1,0,1,1,20
13,"F8",1,0,1,0,1
13,"F8",1,0,1,0,2
13,"F8",1,0,1,0,3
13,"F8",1,0,1,0,4
13,"F8",1,0,1,0,5
13,"F8",1,0,1,0,6
13,"F8",1,0,1,0,7
13,"F8",1,0,1,0,8
13,"F8",1,0,1,0,9
13,"F8",1,0,1,0,10
13,"F8",1,1,1,1,11
13,"F8",1,0,1,1,12
13,"F8",1,0,1,1,13
13,"F8",1,0,1,1,14
13,"F8",1,0,1,1,15
13,"F8",1,1,1,1,16
13,"F8",1,1,1,1,17
13,"F8",1,0,1,1,18
13,"F8",1,0,1,1,19
13,"F8",1,1,1,1,20
13,"F7",1,0,1,0,1
13,"F7",1,0,1,0,2
13,"F7",1,0,1,0,3
13,"F7",1,0,1,0,4
13,"F7",1,0,1,0,5
13,"F7",1,1,1,0,6
13,"F7",1,0,1,0,7
13,"F7",1,0,1,0,8
13,"F7",1,0,1,0,9
13,"F7",1,0,1,0,10
13,"F7",1,0,1,1,11
13,"F7",1,0,1,1,12
13,"F7",1,0,1,1,13
13,"F7",1,0,1,1,14
13,"F7",1,1,1,1,15
13,"F7",1,0,1,1,16
13,"F7",1,0,1,1,17
13,"F7",1,0,1,1,18
13,"F7",1,0,1,1,19
13,"F7",1,0,1,1,20
13,"F4",1,0,1,0,1
13,"F4",1,0,1,0,2
13,"F4",1,0,1,0,3
13,"F4",1,0,1,0,4
13,"F4",1,0,1,0,5
13,"F4",1,1,1,0,6
13,"F4",1,0,1,0,7
13,"F4",1,0,1,0,8
13,"F4",1,0,1,0,9
13,"F4",1,0,1,0,10
13,"F4",1,0,1,1,11
13,"F4",1,0,1,1,12
13,"F4",1,1,1,1,13
13,"F4",1,0,1,1,14
13,"F4",1,0,1,1,15
13,"F4",1,1,1,1,16
13,"F4",1,1,1,1,17
13,"F4",1,0,1,1,18
13,"F4",1,1,1,1,19
13,"F4",1,0,1,1,20
